Title,Author,Price,Link,Category,ISBN13,Binding,Subject,Publisher,Publisher Imprint,Publication Date,Pages,Original Price,Language,Edition,Item Weight
She Stoops To Conquer,by Oliver Goldsmith,Rs. 175.00,https://atlanticbooks.com/products/she-stoops-to-conquer,Classics,9.79E+12,Hardcover,English Literature,Atlantic Publishers & Distributors (P) Ltd,Peacock Books,25-08-2023,86,INR 250.00,English,N/A,190 grams
Persuasion,by Jane Austen,Rs. 175.00,https://atlanticbooks.com/products/persuasion,Classics,9.79E+12,Hardcover,English Literature,Atlantic Publishers & Distributors (P) Ltd,Peacock Books,25-05-2021,232,INR 250.00,English,N/A,220 grams
Orlando,by Virginia Woolf,Rs. 207.00,https://atlanticbooks.com/products/orlando,Classics,9.79E+12,Hardcover,English Literature,Atlantic Publishers & Distributors (P) Ltd,Peacock Books,28-07-2022,248,INR 295.00,English,N/A,250 grams
Mrs. Dalloway,by Virginia Woolf,Rs. 175.00,https://atlanticbooks.com/products/mrs-dalloway,Classics,9.79E+12,Hardcover,English Literature,Atlantic Publishers & Distributors (P) Ltd,Peacock Books,14-07-2023,160,INR 250.00,English,N/A,190 grams
Moll Flanders,by Daniel Defoe,Rs. 175.00,https://atlanticbooks.com/products/moll-flanders,Classics,9.79E+12,Hardcover,English Literature,Atlantic Publishers & Distributors (P) Ltd,Peacock Books,27-06-2023,322,INR 250.00,English,N/A,300 grams
Metamorphosis,by Franz Kafka,Rs. 94.00,https://atlanticbooks.com/products/metamorphosis,Classics,9.79E+12,Paperback,English Literature,Atlantic Publishers & Distributors (P) Ltd,Peacock Books,01-10-2024,78,INR 125.00,English,N/A,70 grams
Mansfield Park,by Jane Austen,Rs. 207.00,https://atlanticbooks.com/products/mansfield-park,Classics,9.79E+12,Hardcover,English Literature,Atlantic Publishers & Distributors (P) Ltd,Peacock Books,22-07-2018,422,INR 295.00,English,N/A,401 grams
Man And Superman,by George Bernard Shaw,Rs. 263.00,https://atlanticbooks.com/products/man-and-superman,Classics,9.79E+12,Hardcover,English Literature,Atlantic Publishers & Distributors (P) Ltd,Peacock Books,29-05-2023,252,INR 375.00,English,N/A,100 grams
Lord Jim,by Joseph Conrad,Rs. 193.00,https://atlanticbooks.com/products/lord-jim,Classics,9.79E+12,Hardcover,English Literature,Atlantic Publishers & Distributors (P) Ltd,Peacock Books,09-12-2023,336,INR 275.00,English,N/A,310 grams
Little Women,by Louisa May Alcott,Rs. 263.00,https://atlanticbooks.com/products/little-women,Classics,9.79E+12,Paperback,English Literature,Atlantic Publishers & Distributors (P) Ltd,Peacock Books,N/A,470,INR 350.00,English,N/A,450 grams
Jude The Obscure,by Thomas Hardy,Rs. 263.00,https://atlanticbooks.com/products/jude-the-obscure,Classics,9.79E+12,Hardcover,English Literature,Atlantic Publishers & Distributors (P) Ltd,Peacock Books,28-07-2022,416,INR 375.00,English,N/A,370 grams
Journey To The Centre Of The Earth,by Jules Verne,Rs. 147.00,https://atlanticbooks.com/products/journey-to-the-centre-of-the-earth,Classics,9.79E+12,Paperback,English Literature,Atlantic Publishers & Distributors (P) Ltd,Peacock Books,25-05-2021,194,INR 195.00,English,N/A,300 grams
Joseph Andrews,by Henry Fielding,Rs. 222.00,https://atlanticbooks.com/products/joseph-andrews,Classics,9.79E+12,Paperback,English Literature,Atlantic Publishers & Distributors (P) Ltd,Peacock Books,18-09-2023,358,INR 295.00,English,N/A,250 grams
Jane Eyre,by Charlotte Bronte,Rs. 263.00,https://atlanticbooks.com/products/jane-eyre,Classics,9.79E+12,Paperback,English Literature,Atlantic Publishers & Distributors (P) Ltd,Peacock Books,03-01-2023,488,INR 350.00,English,N/A,330 grams
Jacob's Room,by Virginia Woolf,Rs. 147.00,https://atlanticbooks.com/products/jacobs-room,Classics,9.79E+12,Paperback,English Literature,Atlantic Publishers & Distributors (P) Ltd,Peacock Books,28-04-2023,200,INR 195.00,English,N/A,160 grams
